,id,title,director,cast,country,release_year,genre_types,rating,duration,description,popularity,production_companies,writers,combined,original_title
441,337154,the meddler,Lorene Scafaria,"Susan Sarandon, Rose Byrne, J.K. Simmons, Cecily Strong, Jerrod Carmichael, Michael McKean, Jason Ritter, Billy Magnussen, Lucy Punch, Sarah Baker",United States,2015,"Comedies, Dramas, Independent Movies",PG-13,104 min,"Still-grieving widow Marnie moves to Los Angeles to be close to daughter Lori, but soon discovers new outlets for her maternal and romantic needs.",14.28,Anonymous Content,Lorene Scafaria,"lorene scafariasusan sarandon, rose byrne, j.k. simmons, cecily strong, jerrod carmichael, michael mckean, jason ritter, billy magnussen, lucy punch, sarah bakerunited states2015",The Meddler
442,25189,the mirror has two faces,Barbra Streisand,"Barbra Streisand, Jeff Bridges, Lauren Bacall, George Segal, Mimi Rogers, Pierce Brosnan, Brenda Vaccaro, Austin Pendleton, Elle Macpherson, Ali Marsh, Leslie Stefanson, Taina Elg, Lucy Avery Brooke, Amber Smith",United States,1996,"Comedies, Dramas, Romantic Movies",PG-13,127 min,"Tired of being single, middle-aged professor Rose Morgan accepts her colleague's proposal – but her colleague only wants a platonic marriage.",15.15,"Phoenix Pictures, TriStar Pictures","Gérard Oury, André Cayatte, Richard LaGravenese","barbra streisandbarbra streisand, jeff bridges, lauren bacall, george segal, mimi rogers, pierce brosnan, brenda vaccaro, austin pendleton, elle macpherson, ali marsh, leslie stefanson, taina elg, lucy avery brooke, amber smithunited states1996",The Mirror Has Two Faces
443,10747,the outlaw josey wales,Clint Eastwood,"Clint Eastwood, Sondra Locke, Chief Dan George, Bill McKinney, John Vernon, Paula Trueman, Sam Bottoms, Geraldine Keams, Woodrow Parfrey, Joyce Jameson",United States,1976,"Action & Adventure, Classic Movies",PG,136 min,"In this gritty Oscar-nominated Western, an ex-Confederate soldier on the run comes to rest in a quiet community, where he falls for a pretty settler.",33.75,"Warner Bros. Pictures, Malpaso Productions","Sonia Chernus, Philip Kaufman, Forrest Carter","clint eastwoodclint eastwood, sondra locke, chief dan george, bill mckinney, john vernon, paula trueman, sam bottoms, geraldine keams, woodrow parfrey, joyce jamesonunited states1976",The Outlaw Josey Wales
444,500899,the wedding guest,Michael Winterbottom,"Dev Patel, Radhika Apte, Jim Sarbh",United Kingdom,2018,"Dramas, Romantic Movies, Thrillers",R,97 min,"Hired to extract a bride-to-be before her arranged wedding in Pakistan, a hired gun goes on the run with his hostage when his plan unravels.",13.06,"India Take One, Revolution Films, Riverstone Pictures, Ingenious Media, Stage 6 Films, Lipsync Productions",Michael Winterbottom,"michael winterbottomdev patel, radhika apte, jim sarbhunited kingdom2018",The Wedding Guest
445,30919,the wind,Emma Tammi,"Caitlin Gerard, Julia Goldani Telles, Ashley Zukerman, Miles Anderson, Dylan McTee",United States,2019,Horror Movies,R,88 min,"Isolated on a wind-ravaged 19th-century homestead, a frontierswoman begins to suspect that evil lurks in the terrifying emptiness all around her.",5.16,Feref Associates,"Nico Mastorakis, Fred C. Perry","emma tammicaitlin gerard, julia goldani telles, ashley zukerman, miles anderson, dylan mcteeunited states2019",The Wind
446,375785,then came you,Peter Hutchings,"Asa Butterfield, Maisie Williams, Nina Dobrev, Ken Jeong, Tyler Hoechlin, David Koechner, Peyton List, Tituss Burgess",United States,2019,"Comedies, Dramas, Independent Movies",TV-MA,97 min,A hypochondriac confronts his fear of death when a terminally ill teen girl enlists him to help her complete her bucket list.,21.27,"BCDF Pictures, Voltage Pictures",Fergal Rock,"peter hutchingsasa butterfield, maisie williams, nina dobrev, ken jeong, tyler hoechlin, david koechner, peyton list, tituss burgessunited states2019",Then Came You
447,56346,welcome home,George Ratliff,"Aaron Paul, Emily Ratajkowski, Riccardo Scamarcio, Katy Louise Saunders, Alice Bellagamba",United States,2018,Thrillers,R,97 min,"A couple rents a villa in Italy hoping to mend their bruised relationship, but the devilishly charming homeowner can’t seem to leave them alone.",3.8,"The Rank Organisation, Columbia Pictures",Maggie Kleinman,"george ratliffaaron paul, emily ratajkowski, riccardo scamarcio, katy louise saunders, alice bellagambaunited states2018",Welcome Home
448,823754,bo burnham: inside,Bo Burnham,Bo Burnham,United States,2021,Stand-Up Comedy,TV-MA,88 min,"A new comedy special shot and performed by Bo Burnham, alone, over the course of the past year.",19.28,,Bo Burnham,bo burnhambo burnhamunited states2021,Bo Burnham: Inside
449,831150,one lagos night,Ekene Som Mekwunye,"Frank Donga, Gold Ikponmwosa, Ali Nuhu, Eniola Badmus, Ogbolor, Genoveva Umeh, Gbubemi Ejeye, Ajayi Akorede, Serge Noujaim",,2021,"Comedies, International Movies",TV-14,103 min,"A desperate man attempts to burglarize the home of a wealthy woman, but finds himself face-to-face with a crew of armed robbers who have the same idea.",1.03,"We Entertainment Production, Riverside Productions, Bukana Motion Pictures",Chigozirm Nwanegbo,"ekene som mekwunyefrank donga, gold ikponmwosa, ali nuhu, eniola badmus, ogbolor, genoveva umeh, gbubemi ejeye, ajayi akorede, serge noujaim2021",One Lagos Night
450,345920,collateral beauty,David Frankel,"Will Smith, Edward Norton, Kate Winslet, Michael Peña, Helen Mirren, Naomie Harris, Keira Knightley, Jacob Latimore, Ann Dowd, Liza Colón-Zayas",United States,2016,Dramas,PG-13,97 min,An advertising executive wrestling with grief finds meaning by writing letters to unconventional recipients as caring colleagues plot a ruse.,23.14,"Village Roadshow Pictures, Likely Story, Anonymous Content, New Line Cinema, PalmStar Media, Overbrook Entertainment",Allan Loeb,"david frankelwill smith, edward norton, kate winslet, michael peña, helen mirren, naomie harris, keira knightley, jacob latimore, ann dowd, liza colón-zayasunited states2016",Collateral Beauty
451,671295,blue miracle,Julio Quintana,"Jimmy Gonzales, Dennis Quaid, Anthony Gonzalez, Bruce McGill, Raymond Cruz, Nathan Arenas, Miguel Angel Garcia, Isaac Arellanes, Steve Gutierrez, Dana Wheeler-Nicholson, Fernanda Urrejola, Silverio Palacios",United States,2021,"Children & Family Movies, Dramas, Faith & Spirituality",TV-PG,97 min,"To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.",12.36,"Third Coast Content, Endeavor Content, Mucho Mas Media, Provident Films, Reserve Entertainment","Chris Dowling, Julio Quintana","julio quintanajimmy gonzales, dennis quaid, anthony gonzalez, bruce mcgill, raymond cruz, nathan arenas, miguel angel garcia, isaac arellanes, steve gutierrez, dana wheeler-nicholson, fernanda urrejola, silverio palaciosunited states2021",Blue Miracle
452,710871,ghost lab,Paween Purijitpanya,"Thanapob Leeratanakachorn, Paris Intarakomalyasut, Nuttanicha Dungwattanawanich, Suquan Bulakul, Rachanee Siralert, Chaleeda Gilbert, Nuttawut Jenmana, Alanta Potjes, Anchuleeon Buagaew, Jinjuta Rattanaburi",Thailand,2021,"Horror Movies, International Movies, Thrillers",TV-MA,118 min,"After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",17.56,"Jor Kwang Films, GDH 559","Tossaphon Riantong, Vasudhorn Piyaromna, Paween Purijitpanya, Nawapol Thamrongrattanarit","paween purijitpanyathanapob leeratanakachorn, paris intarakomalyasut, nuttanicha dungwattanawanich, suquan bulakul, rachanee siralert, chaleeda gilbert, nuttawut jenmana, alanta potjes, anchuleeon buagaew, jinjuta rattanaburithailand2021",Ghost Lab
453,822562,soy rada: serendipity,Pablo Faro,Agustín Aristarán,Argentina,2021,Stand-Up Comedy,TV-MA,70 min,"The delightful Argentine comic Agustín Aristarán (aka Soy Rada) is back, this time putting the spotlight on family and parenting, magic and music.",2.17,Nippur Media,"Pablo Fábregas, Agustín Aristarán",pablo faroagustín aristaránargentina2021,Soy Rada: Serendipity
454,694254,baggio: the divine ponytail,Letizia Lamartire,"Andrea Arcangeli, Valentina Bellè, Andrea Pennacchi, Antonio Zavatteri, Anna Ferruzzo, Riccardo Goretti, Thomas Trabacchi, Marc Clotet, Martufello",Italy,2021,"Dramas, International Movies, Sports Movies",TV-MA,92 min,"The story of Roberto Baggio, one of the best soccer players of all time, including his career highs, triumphs over injuries and discovery of Buddhism.",9.58,"Fabula Pictures, RTI - Reti Televisive Italiane","Stefano Sardo, Ludovica Rampoldi","letizia lamartireandrea arcangeli, valentina bellè, andrea pennacchi, antonio zavatteri, anna ferruzzo, riccardo goretti, thomas trabacchi, marc clotet, martufelloitaly2021",Baggio: The Divine Ponytail
455,824865,nail bomber: manhunt,Daniel Vernon,,,2021,"Documentaries, International Movies",TV-MA,73 min,"This documentary examines the 1999 London bombings that targeted Black, Bangladeshi and gay communities, and the race to find the far-right perpetrator.",7.38,Expectation Entertainment,,daniel vernon2021,Nail Bomber: Manhunt
456,833507,a place in the stars,Steve Gukas,"Gideon Okeke, Dejumo Lewis, Segun Arinze, Amaka Mgbor, Mathilda Obaseki, Yemi Blaque, Lantana Ahmed, Patrick Otoro, Femi Brach, Ladi Alpha",,2014,"Dramas, International Movies, Thrillers",TV-14,110 min,A young lawyer who has information about counterfeit drug trafficking in Nigeria must choose between betraying his conscience or revealing the truth.,0.93,Natives Filmworks,"J.K. Amalou, Ita Hozaife","steve gukasgideon okeke, dejumo lewis, segun arinze, amaka mgbor, mathilda obaseki, yemi blaque, lantana ahmed, patrick otoro, femi brach, ladi alpha2014",A Place in the Stars
457,49470,home,Tim Johnson,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez, Matt Jones, Brian Stepanek, April Lawrence",United States,2015,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",PG,94 min,"When misfit alien Oh mistakenly sends a party invite to the entire galaxy, he goes on the run to avoid trouble and befriends spunky human girl Tip.",3.2,,Colin McLaren,"tim johnsonjim parsons, rihanna, steve martin, jennifer lopez, matt jones, brian stepanek, april lawrenceunited states2015",Home
458,545071,99 songs,Vishwesh Krishnamoorthy,"Ehan Bhat, Edilsy Vargas, Manisha Koirala, Lisa Ray, Tenzin Dalha, Warina Hussain, Ranjit Barot, Neel Tyagi, Rahul Ram, Diwakar Pundir",India,2021,"Dramas, International Movies, Music & Musicals",TV-14,131 min,"Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey.",3.71,"Ideal Entertainment, Y M Movies, Jio Studios","Munna Shaukat, Madhan Karky, Dilshad Shabbir Shaikh, Kutti Revathi, Raftaar, Abhay Jodhpurkar, A. R. Rahman, Hussain Dalal, Vishwesh Krishnamoorthy, Navneet Virk, Rakendu Mouli Vennelakanti","vishwesh krishnamoorthyehan bhat, edilsy vargas, manisha koirala, lisa ray, tenzin dalha, warina hussain, ranjit barot, neel tyagi, rahul ram, diwakar pundirindia2021",99 Songs
459,28939,army of the dead,Zack Snyder,"Dave Bautista, Ella Purnell, Omari Hardwick, Garret Dillahunt, Ana de la Reguera, Theo Rossi, Matthias Schweighöfer, Nora Arnezeder, Hiroyuki Sanada, Tig Notaro, Raúl Castillo, Huma Qureshi, Samantha Win, Richard Cetrone, Michael Cassidy",United States,2021,"Action & Adventure, Horror Movies",R,148 min,"After a zombie outbreak in Las Vegas, a group of mercenaries takes the ultimate gamble by venturing into the quarantine zone for the greatest heist ever.",3.45,,"Michael Ciccolini, Tom Woosley","zack snyderdave bautista, ella purnell, omari hardwick, garret dillahunt, ana de la reguera, theo rossi, matthias schweighöfer, nora arnezeder, hiroyuki sanada, tig notaro, raúl castillo, huma qureshi, samantha win, richard cetrone, michael cassidyunited states2021",Army of the Dead
460,831982,creating an army of the dead,,,,2021,Documentaries,TV-MA,29 min,"Zack Snyder and his ""Army of the Dead"" team dive into the film's wild stunts, groundbreaking effects and the evolution of the zombie genre.",5.31,,,2021,Creating an Army of the Dead
461,699547,strain,Uduak-Obong Patrick,"Okey Uzoeshi, Angel Unigwe, Nifemi Lawal, Alex Usifo, Gloria Anozie-Young, Shushu Abubakar, Aproko Doctor",,2020,"Dramas, International Movies",TV-MA,107 min,"When his son is diagnosed with sickle cell disease, a man and his family struggle to face a new reality as they rediscover their shared love.",0.6,Open Mind Productions,,"uduak-obong patrickokey uzoeshi, angel unigwe, nifemi lawal, alex usifo, gloria anozie-young, shushu abubakar, aproko doctor2020",Strain
462,103418,asmaa,Amr Salama,"Hend Sabry, Maged El-Kidwani, Hany Adel, Sayed Rajab, Ahmed Kamal, Boutros Ghaly, Laila Ezz El Arab, Samia Asaad, Fatmah Adel, Mohamad Yones, Mohamed Abd El Azim",Egypt,2011,"Dramas, International Movies",TV-14,92 min,"Constantly denied medical treatment, an HIV positive woman confronts societal stigma with unexpected courage. Inspired by true events.",9.23,"New Century Production, Film Clinic",Amr Salama,"amr salamahend sabry, maged el-kidwani, hany adel, sayed rajab, ahmed kamal, boutros ghaly, laila ezz el arab, samia asaad, fatmah adel, mohamad yones, mohamed abd el azimegypt2011",Asmaa
463,596252,hating peter tatchell,Christopher Amos,,Australia,2020,"Documentaries, International Movies, LGBTQ Movies",TV-MA,91 min,This documentary follows gay rights activist Peter Tatchell from his early life to his fight for justice amid controversy and political turmoil.,4.01,"Chrysaor Productions, WildBear Entertainment, Screen Queensland, Screen Australia",Christopher Amos,christopher amosaustralia2020,Hating Peter Tatchell
464,1055668,little singham future mein satakli,Prakash Satam,"Anamaya Verma, Ganesh Divekar, Jigna Bharadhwaj, Saumya Daan, Sonal Kaushal, Sumriddhi Shukla",,2021,"Children & Family Movies, Comedies",TV-Y7,47 min,"Little Singham and his crew travel to the year 2050 to rescue kids from the evil rule of Junglee Joker, who has forbidden them from laughter or play!",0.6,,,"prakash satamanamaya verma, ganesh divekar, jigna bharadhwaj, saumya daan, sonal kaushal, sumriddhi shukla2021",Little Singham Future mein Satakli
465,56288,spy kids: all the time in the world,Robert Rodriguez,"Jessica Alba, Joel McHale, Rowan Blanchard, Mason Cook, Jeremy Piven, Alexa PenaVega, Daryl Sabara, Ricky Gervais, Danny Trejo",United States,2011,"Children & Family Movies, Comedies",PG,88 min,Twins Rebecca and Cecil spring into action with their retired secret agent stepmother to stop a time-manipulating mastermind and his nefarious plans.,26.38,Dimension Films,Robert Rodriguez,"robert rodriguezjessica alba, joel mchale, rowan blanchard, mason cook, jeremy piven, alexa penavega, daryl sabara, ricky gervais, danny trejounited states2011",Spy Kids: All the Time in the World
466,20931,taxi no. 9211,Milan Luthria,"Nana Patekar, John Abraham, Sameera Reddy, Sonali Kulkarni, Shivaji Satham, Nassar Abdulla, Kurush Deboo, Smita Jaykar",,2006,"Dramas, International Movies, Thrillers",TV-14,116 min,"When an arrogant scion hails his taxi, a cabbie in desperate need of money sees an opportunity that kicks off an intensely contentious 24-hour showdown.",5.06,,Rajat Arora,"milan luthrianana patekar, john abraham, sameera reddy, sonali kulkarni, shivaji satham, nassar abdulla, kurush deboo, smita jaykar2006",Taxi No. 9211
467,12684,sabotage,David Ayer,"Arnold Schwarzenegger, Sam Worthington, Olivia Williams, Terrence Howard, Joe Manganiello, Josh Holloway, Mireille Enos, Harold Perrineau, Martin Donovan, Max Martini, Mark Schlegel, Kevin Vance",United States,2014,"Action & Adventure, Dramas",R,109 min,"A crack team of DEA agents plots a daring heist, making off with $10 million in drug money. They soon find themselves targets of an unknown killer.",10.96,Gaumont-British Picture Corporation,"Ian Hay, Charles Bennett, Helen Simpson, Joseph Conrad","david ayerarnold schwarzenegger, sam worthington, olivia williams, terrence howard, joe manganiello, josh holloway, mireille enos, harold perrineau, martin donovan, max martini, mark schlegel, kevin vanceunited states2014",Sabotage
468,412000,small town crime,"Eshom Nelms, Ian Nelms","John Hawkes, Anthony Anderson, Octavia Spencer, Robert Forster, Clifton Collins Jr., Jeremy Ratchford, James Lafferty, Michael Vartan, Daniel Sunjata, Don Harvey, Stefanie Scott, Caity Lotz, Dale Dickey",United States,2017,Thrillers,R,92 min,"When a disgraced ex-cop discovers a dying woman, he's compelled to track down her killer — an act of self-redemption that takes him down a dark path.",13.51,"Avva Pictures, 6 Foot Films","Eshom Nelms, Ian Nelms","eshom nelms, ian nelmsjohn hawkes, anthony anderson, octavia spencer, robert forster, clifton collins jr., jeremy ratchford, james lafferty, michael vartan, daniel sunjata, don harvey, stefanie scott, caity lotz, dale dickeyunited states2017",Small Town Crime
469,20595,the last days,James Moll,,United States,1998,Documentaries,PG-13,87 min,This Oscar-winning documentary recounts the harrowing stories of five Hungarian Jews who endured the horrors of the Holocaust and Hitler's reign.,6.74,"Ken Lipper/June Beallor Production, Shoah Foundation, Survivors of the Shoah Visual History Foundation",,james mollunited states1998,The Last Days
470,776593,amy tan: unintended memoir,James Redford,Amy Tan,United States,2021,Documentaries,TV-14,101 min,"From her painful past to her successful career after ""The Joy Luck Club,"" groundbreaking writer Amy Tan shares her life story in this documentary.",1.43,KPJR Films,,james redfordamy tanunited states2021,Amy Tan: Unintended Memoir
471,734780,sardar ka grandson,Kaashvie Nair,"Arjun Kapoor, Neena Gupta, Rakul Preet Singh, Kumud Mishra, Aditi Rao Hydari, John Abraham, Kanwaljeet Singh, Soni Razdan, Masood Akhtar, Divya Seth, Ravjeet Singh, Akashdeep Sabir",India,2021,"Comedies, Dramas, International Movies",TV-14,140 min,"A devoted grandson’s mission to reunite his ailing grandmother with her ancestral home turns into a complicated, comic cross-border affair.",11.17,"T-Series, Emmay Entertainment, JA Entertainment","Tanishk Bagchi, Manoj Muntashir, Kaashvie Nair, Anuja Chauhan, Millind Gaba, Amitosh Nagpal, Happy Raikoti","kaashvie nairarjun kapoor, neena gupta, rakul preet singh, kumud mishra, aditi rao hydari, john abraham, kanwaljeet singh, soni razdan, masood akhtar, divya seth, ravjeet singh, akashdeep sabirindia2021",Sardar Ka Grandson
472,347882,sleight,J.D. Dillard,"Jacob Latimore, Seychelle Gabriel, Sasheer Zamata, Storm Reid, Cameron Esposito, Dulé Hill, Michael Villar, Brandon Johnson, Donzaleigh Abernathy, Jay Walker",United States,2016,"Dramas, Independent Movies, Sci-Fi & Fantasy",R,89 min,"Struggling to raise his little sister on his own, a young street magician turns to drug dealing, unaware of how ruthless his supplier can be.",8.16,"Diablo Entertainment, BH Tilt, WWE Studios","Alex Theurer, J.D. Dillard","j.d. dillardjacob latimore, seychelle gabriel, sasheer zamata, storm reid, cameron esposito, dulé hill, michael villar, brandon johnson, donzaleigh abernathy, jay walkerunited states2016",Sleight
473,829549,ahaan,Nikhil Pherwani,"Arif Zakaria, Abuli Mamaji, Niharika Singh, Rajit Kapoor, Plabita Borthakur, Shilpa Mehta, Kaizaad Kotwal, Sonali Sachdev, Haresh Raut",India,2021,"Dramas, Independent Movies, International Movies",TV-MA,81 min,"Jilted by his wife, a man with OCD finds eye-opening common ground and camaraderie with his neighbor, a young man with Down Syndrome.",1.3,Will Finds Way Films,"Nikhil Pherwani, Abhishek Pherwani","nikhil pherwaniarif zakaria, abuli mamaji, niharika singh, rajit kapoor, plabita borthakur, shilpa mehta, kaizaad kotwal, sonali sachdev, haresh rautindia2021",Ahaan
474,159845,love or money,Mae Czarina Cruz,"Angelica Panganiban, Coco Martin, Gelli de Belen, Ketchup Eusebio, Cai Cortez, Matet De Leon, Dante Rivero, Teresa Loyzaga, Norm Mcleod",,2020,"Dramas, International Movies, Romantic Movies",TV-MA,116 min,"When persistent Leon sweeps her off her feet, ambitious Angel must choose between true love and her dreams of a luxurious life.",1.7,Hemdale,"Michael Zausner, Eilhys England, Bart Davis","mae czarina cruzangelica panganiban, coco martin, gelli de belen, ketchup eusebio, cai cortez, matet de leon, dante rivero, teresa loyzaga, norm mcleod2020",Love or Money
475,824387,cinema bandi,Praveen Kandregula,"Vikas Vasistha, Sandeep Varanasi, Rag Mayur, Trishara, Munivenkatapa, Uma Yg, Sirivennela Yanamandhala, Sindhu Sreenivasa Murthy",India,2021,"Comedies, Independent Movies, International Movies",TV-MA,99 min,A struggling rickshaw driver’s life takes a rollicking turn when he comes upon an expensive camera and decides to make a film with his fellow villagers.,3.49,D2R Films,"Krishna Prathyusha, Vasanth Maringanti, Praveen Kandregula","praveen kandregulavikas vasistha, sandeep varanasi, rag mayur, trishara, munivenkatapa, uma yg, sirivennela yanamandhala, sindhu sreenivasa murthyindia2021",Cinema Bandi
476,717192,ferry,Cecilia Verheyden,"Frank Lammers, Elise Schaap, Huub Stapel, Monic Hendrickx, Raymond Thiry, Maarten Heijmans, Yannick van de Velde","Belgium, Netherlands",2021,"Dramas, International Movies, Thrillers",TV-MA,107 min,"Before he built a drug empire, Ferry Bouman returns to his hometown on a revenge mission that finds his loyalty tested — and a love that alters his life.",15.51,De Mensen,"Nico Moolenaar, Bart Uytdenhouwen","cecilia verheydenfrank lammers, elise schaap, huub stapel, monic hendrickx, raymond thiry, maarten heijmans, yannick van de veldebelgium, netherlands2021",Ferry
477,823855,i am all girls,Donovan Marsh,"Erica Wessels, Hlubi Mboya, Deon Lotz, Brendon Daniels, Mothusi Magano",South Africa,2021,"Dramas, International Movies, Thrillers",TV-MA,107 min,A relentless detective finds common ground with a killer systematically targeting the perpetrators running a powerful child-trafficking ring.,13.43,Nthibah Pictures,"Jarrod de Jong, Wayne Fitzjohn, Donovan Marsh, Marcell Greeff, Emile Leuvennink","donovan marsherica wessels, hlubi mboya, deon lotz, brendon daniels, mothusi maganosouth africa2021",I Am All Girls
478,663459,jungle beat: the movie,Brent Dawes,"Ed Kear, David Menkin, Ina Marie Smith, John Guerrasio, David Rintoul, Gavin Peter, Lucy Montgomery, Florrie Wilkinson, Adam Neill, Jason Pennycooke",Mauritius,2021,"Children & Family Movies, Comedies",TV-Y7,90 min,"When a lost and lonely alien crash-lands on Earth, his new crew of talking animal friends helps him get back home — and try to save the world!",13.14,"Timeless Films, Sandcastle Studios, Sunrise Productions",Brent Dawes,"brent dawesed kear, david menkin, ina marie smith, john guerrasio, david rintoul, gavin peter, lucy montgomery, florrie wilkinson, adam neill, jason pennycookemauritius2021",Jungle Beat: The Movie
479,553158,table manners,Leli Maki,"Diaan Lawrenson, Renate Stuurman, Neels Van Jaarsveld, Thabo Malema, John Lata, Fiona Ramsey, Jonathan Taylor, Julian Robinson","Canada, South Africa",2018,"Comedies, Dramas, International Movies",TV-MA,104 min,"When a housewife's picture-perfect life comes crashing down, she finds solace and hope through cooking, family and love.",1.57,,Nkuli Sibeko,"leli makidiaan lawrenson, renate stuurman, neels van jaarsveld, thabo malema, john lata, fiona ramsey, jonathan taylor, julian robinsoncanada, south africa2018",Table Manners
480,376549,the strange house,Daniel Prochaska,"León Orlandianyi, Benno Roßkopf, Julia Koschitz, Marii Weichsler, Lars Bitterlich, Michael Pink, Inge Maux, Elfriede Schüsseleder, Michael Somma, Finn Reiter, Markus Stubeier, Luca Streussnig",Austria,2020,"Horror Movies, International Movies, Thrillers",TV-MA,100 min,"When a big-city family moves to a remote town, two young brothers and their new friends try to solve the menacing mystery that haunts their home.",4.92,Magilm Pictures,Chan Pang-Chun,"daniel prochaskaleón orlandianyi, benno roßkopf, julia koschitz, marii weichsler, lars bitterlich, michael pink, inge maux, elfriede schüsseleder, michael somma, finn reiter, markus stubeier, luca streussnigaustria2020",The Strange House
481,824974,the upshaws - the afterparty,,"David Spade, London Hughes, Fortune Feimster, Wanda Sykes, Mike Epps, Kim Fields",,2021,Comedies,TV-14,32 min,"The comedic dream team from ""The Upshaws"" discuss the hit series, share some anecdotes from their own upbringings and play a little swag-centric game.",1.72,,,"david spade, london hughes, fortune feimster, wanda sykes, mike epps, kim fields2021",The Upshaws - The Afterparty
482,17136,the woman in the window,Joe Wright,"Amy Adams, Gary Oldman, Anthony Mackie, Fred Hechinger, Wyatt Russell, Brian Tyree Henry, Jennifer Jason Leigh, Jeanine Serralles, Mariah Bozeman, Julianne Moore",United States,2021,"Dramas, Thrillers",R,102 min,"Confined to her home by agoraphobia, a psychologist becomes obsessed with her new neighbors — and solving a brutal crime she witnesses from her window.",8.55,"International Pictures, Christie Corporation, RKO Radio Pictures","J.H. Wallis, Nunnally Johnson","joe wrightamy adams, gary oldman, anthony mackie, fred hechinger, wyatt russell, brian tyree henry, jennifer jason leigh, jeanine serralles, mariah bozeman, julianne mooreunited states2021",The Woman in the Window
483,4836,layer cake,Matthew Vaughn,"Daniel Craig, Colm Meaney, Kenneth Cranham, Sienna Miller, Tom Hardy, Michael Gambon, George Harris, Jamie Foreman, Marcel Iures, Ben Whishaw, Tamer Hassan",United Kingdom,2004,"Independent Movies, International Movies, Thrillers",R,105 min,"A suave, steely-eyed London cocaine dealer's retirement plans hit a violent snag when his boss asks him to do one more job.",21.75,Marv,J.J. Connolly,"matthew vaughndaniel craig, colm meaney, kenneth cranham, sienna miller, tom hardy, michael gambon, george harris, jamie foreman, marcel iures, ben whishaw, tamer hassanunited kingdom2004",Layer Cake
484,589968,tottaa pataaka item maal,Aditya Kripalani,"Shalini Vatsa, Chitrangada Chakraborty, Vinay Sharma, Sonal Joshi, Kritika Pande",India,2018,"Dramas, Independent Movies, International Movies",TV-MA,107 min,"Exasperated with living in perpetual fear for their safety, four women kidnap a man to show him the realities of being female in Delhi.",2.11,,,"aditya kripalanishalini vatsa, chitrangada chakraborty, vinay sharma, sonal joshi, kritika pandeindia2018",Tottaa Pataaka Item Maal
485,821070,wave of cinema: filosofi kopi,Adriano Rudiman,"Maliq & D'Essentials, Fourtwnty, Gede Robi, Nadin Amizah, Ananda Badudu, Leanna Rachel, Rio Dewanto, Chicco Jerikho",,2020,"Documentaries, International Movies, Music & Musicals",TV-14,64 min,"In this concert film, artists perform music from the soundtrack of ""Filosofi Kopi,"" which tells the story of coffee and the people who cherish it.",0.91,Visinema Music,,"adriano rudimanmaliq & d'essentials, fourtwnty, gede robi, nadin amizah, ananda badudu, leanna rachel, rio dewanto, chicco jerikho2020",Wave of Cinema: Filosofi Kopi
486,660637,dance of the forty one,David Pablos,"Alfonso Herrera, Emiliano Zurita, Mabel Cadena, Fernando Becerril, Paulina Álvarez Muñoz","Mexico, Brazil",2021,"Dramas, Independent Movies, International Movies",TV-MA,99 min,A gay congressman marries the Mexican president's daughter but cavorts with a young man at a secret club. And then scandal hits. Based on a true story.,16.88,"Canana, El Estudio, Bananeira Filmes, EFD, Canal Brasil, Labo, Telecine",Monika Revilla,"david pablosalfonso herrera, emiliano zurita, mabel cadena, fernando becerril, paulina álvarez muñozmexico, brazil2021",Dance of the Forty One
487,18561,oxygen,Alexandre Aja,"Mélanie Laurent, Mathieu Amalric, Malik Zidi","France, United States",2021,"Dramas, International Movies, Thrillers",TV-14,102 min,"After waking up in a cryogenic unit, Liz fights to survive and remember who she is before her oxygen runs out.",10.02,"Paddy Wagon Productions, Abandon Pictures, Curb Entertainment",Richard Shepard,"alexandre ajamélanie laurent, mathieu amalric, malik zidifrance, united states2021",Oxygen
488,828051,dear affy,Samuel Olatunji,"Kehinde Bankole, Enyinna Nwigwe, Williams Uchemba, Toyin Abraham, Bimbo Ademoye, Timini Egbuson, Uzor Arukwe, Bimbo Akintola, Faithia Williams, Odunlade Adekola, Teni Entertainer, Bianca Ugo",,2020,"Comedies, Dramas, International Movies",TV-14,126 min,An engaged couple hit a number of speed bumps on their road to matrimony including major career complications and questions of fidelity.,1.72,,,"samuel olatunjikehinde bankole, enyinna nwigwe, williams uchemba, toyin abraham, bimbo ademoye, timini egbuson, uzor arukwe, bimbo akintola, faithia williams, odunlade adekola, teni entertainer, bianca ugo2020",Dear Affy
