,id,title,director,cast,country,release_year,genre_types,rating,duration,description,popularity,production_companies,writers,combined,original_title
489,773650,illegal woman,Ramon Térmens,"Daniel Faraldo, Isak Férriz, Yolanda Sey, Raquel Camón, Adeline Flaun, Klaudia Dudová, Boris Ruiz, Àngels Bassas, Ahmad Alhamsho, Abdel Aziz El Mountassir",Spain,2020,"Dramas, International Movies",TV-MA,119 min,An immigration lawyer and a Nigerian woman caught in a ring of corruption team up to uncover the truth behind a suspicious death in a detention center.,1.88,,"Daniel Faraldo, Ramon Térmens","ramon térmensdaniel faraldo, isak férriz, yolanda sey, raquel camón, adeline flaun, klaudia dudová, boris ruiz, àngels bassas, ahmad alhamsho, abdel aziz el mountassirspain2020",Illegal Woman
490,575405,deadly switch,Svetlana Cvetko,"Teri Polo, Dylan Walsh, Danika Yarosh, Hayley McLaughlin, Bryce Durfee, Matt Passmore, Heather Mazur, Ashlyn Pearce",United States,2019,"Independent Movies, Thrillers",TV-PG,86 min,"In this indie thriller, a foreign exchange student moves in with her roommate's family who grieves over the daughter they would do anything to get back.",9.49,"Headlong Entertainment, Benattar/Thomas Productions",Chris Sivertson,"svetlana cvetkoteri polo, dylan walsh, danika yarosh, hayley mclaughlin, bryce durfee, matt passmore, heather mazur, ashlyn pearceunited states2019",Deadly Switch
491,663727,nayattu,Martin Prakkat,"Kunchacko Boban, Joju George, Nimisha Sajayan, Jaffer Idukki, Yama Gilgamesh, Anil Nedumangad, Dineesh P, Vinod Sagar",India,2021,"Dramas, International Movies, Thrillers",TV-MA,122 min,Three police officers become pawns for unscrupulous lawmakers when they are framed in an incident amid political elections and must flee to evade arrest.,1.01,,Sreekumaran Thampi,"martin prakkatkunchacko boban, joju george, nimisha sajayan, jaffer idukki, yama gilgamesh, anil nedumangad, dineesh p, vinod sagarindia2021",Nayattu
492,39436,sleepless,Baran bo Odar,"Jamie Foxx, Michelle Monaghan, Scoot McNairy, Dermot Mulroney, T.I., David Harbour, Gabrielle Union, Octavius J. Johnson, Tim Connolly, Drew Sheer",United States,2017,Action & Adventure,R,95 min,"A Las Vegas cop attempts to rob a drug shipment from a casino kingpin, but the heist goes horribly wrong, leading to the kidnapping of his son.",9.95,"TELE+, Medusa Film, Opera Film (II)","Franco Ferrini, Dario Argento, Carlo Lucarelli","baran bo odarjamie foxx, michelle monaghan, scoot mcnairy, dermot mulroney, t.i., david harbour, gabrielle union, octavius j. johnson, tim connolly, drew sheerunited states2017",Sleepless
493,603768,super me,Zhang Chong,"Darren Wang, Song Jia, Cao Bingkun, Wu Gang, Chin Shih-chieh, Wang Ziyi, Kevin Lee",China,2021,"Action & Adventure, Dramas, International Movies",TV-14,104 min,A struggling screenwriter discovers his lucrative ability to bring antiques from his dreams into the real world — but his new life soon unravels.,13.76,,Zhang Chong,"zhang chongdarren wang, song jia, cao bingkun, wu gang, chin shih-chieh, wang ziyi, kevin leechina2021",Super Me
494,339954,have you ever seen fireflies? - theatre play,Yılmaz Erdoğan,"Demet Akbağ, Zerrin Sümer, Sinan Bengier, Salih Kalyon, Bican Günalan, Şebnem Sönmez, Binnur Kaya, Serhat Özcan",Turkey,1999,"Dramas, International Movies",TV-MA,118 min,Yılmaz Erdoğan's lauded stage play traces the life of wunderkind Gülseren as she navigates social and political change.,4.19,BKM Film,Yılmaz Erdoğan,"yılmaz erdoğandemet akbağ, zerrin sümer, sinan bengier, salih kalyon, bican günalan, şebnem sönmez, binnur kaya, serhat özcanturkey1999",Have You Ever Seen Fireflies? - Theatre Play
495,826832,in our mothers' gardens,Shantrelle P. Lewis,,United States,2020,Documentaries,TV-MA,85 min,An unplanned pregnancy upends the carefree lives of a young woman and her flatmate as they discover the struggles of single motherhood.,2.15,House of the Seven Sisters,,shantrelle p. lewisunited states2020,In Our Mothers' Gardens
496,342806,milestone,Ivan Ayr,"Suvinder Vicky, Lakshvir Saran, Mohinder Gujral, Gurinder Makna, Daljeet Singh, Akhilesh Kumar, Gaurika Bhatt, Arun Aseng",India,2021,"Dramas, Independent Movies, International Movies",TV-14,98 min,"Recently marking 500,000 kilometers on the road, a newly bereaved trucker faces the threat of losing the job that has come to define him to a new intern.",0.6,,Mila Fakhurdinova,"ivan ayrsuvinder vicky, lakshvir saran, mohinder gujral, gurinder makna, daljeet singh, akhilesh kumar, gaurika bhatt, arun asengindia2021",Milestone
497,504,monster,Anthony Mandler,"Kelvin Harrison Jr., Jennifer Hudson, Jeffrey Wright, Jennifer Ehle, Tim Blake Nelson, Nasir 'Nas' Jones, Rakim Mayers, Paul Ben-Victor, John David Washington, Jharrel Jerome, Dorian Missick",United States,2021,Dramas,TV-MA,99 min,A talented teen implicated in a robbery-turned-murder fights for his innocence and integrity against a criminal justice system that’s already judged him.,30.35,"Newmarket Films, Media 8 Entertainment, DEJ Productions, K/W Productions, Denver & Delilah Films, VIP 2 Medienfonds, MDP Worldwide",Patty Jenkins,"anthony mandlerkelvin harrison jr., jennifer hudson, jeffrey wright, jennifer ehle, tim blake nelson, nasir 'nas' jones, rakim mayers, paul ben-victor, john david washington, jharrel jerome, dorian missickunited states2021",Monster
498,799719,time to dance,Stanley Menino D'Costa,"Sooraj Pancholi, Isabelle Kaif, Rajpal Yadav, Waluscha D'Souza, Natasha Powell, Martin Rycroft, Amrit Maghera, Saqib Saleem",India,2020,"Dramas, International Movies, Romantic Movies",TV-PG,107 min,"When a ballroom dancer’s shot at a crucial tournament is jeopardized, a street dancer must face his own painful past and step up as her new partner.",2.33,,"Deepak Dwivedi, Kumaar, Guru Randhawa, Kunaal Vermaa","stanley menino d'costasooraj pancholi, isabelle kaif, rajpal yadav, waluscha d'souza, natasha powell, martin rycroft, amrit maghera, saqib saleemindia2020",Time to Dance
499,10085,unrest,Jennifer Brea,"Jennifer Brea, Omar Wasow, Jessica Taylor-Bearman","United Kingdom, United States",2017,Documentaries,TV-MA,97 min,"In this heart-wrenching documentary, a 28-year-old Ph.D. student turns the camera on herself to capture her struggles with chronic fatigue syndrome.",12.5,"Asgaard Entertainment, YMIR Productions",Chris Billett,"jennifer breajennifer brea, omar wasow, jessica taylor-bearmanunited kingdom, united states2017",Unrest
500,728113,and tomorrow the entire world,Julia von Heinz,"Mala Emde, Noah Saavedra, Tonio Schneider, Luisa-Céline Gaffron, Andreas Lust, Nadine Sauter, Ivy Lissack, Hussein Eliraqui, Victoria Trauttmansdorff, Michael Wittenborn","Germany, France",2020,"Dramas, International Movies, Thrillers",TV-MA,112 min,A law student joins an anti-fascist group and finds herself sucked into increasingly dangerous situations and drawn more and more to violence.,6.78,"Seven Elephant, Haïku Films, ARTE, SWR, WDR, BR, Kings & Queens Filmproduktion","Julia von Heinz, John Quester","julia von heinzmala emde, noah saavedra, tonio schneider, luisa-céline gaffron, andreas lust, nadine sauter, ivy lissack, hussein eliraqui, victoria trauttmansdorff, michael wittenborngermany, france2020",And Tomorrow the Entire World
501,102362,dead man down,Niels Arden Oplev,"Colin Farrell, Noomi Rapace, Terrence Howard, Dominic Cooper, Isabelle Huppert, Luis Da Silva Jr., Armand Assante, F. Murray Abraham",United States,2013,Action & Adventure,R,118 min,An enforcer plotting revenge against the ruthless criminal he works for is blackmailed by a mysterious neighbor looking to exact vengeance of her own.,18.42,"WWE Studios, Original Film, Frequency Films, IM Global",J.H. Wyman,"niels arden oplevcolin farrell, noomi rapace, terrence howard, dominic cooper, isabelle huppert, luis da silva jr., armand assante, f. murray abrahamunited states2013",Dead Man Down
502,544003,framing john delorean,"Don Argott, Sheena M. Joyce","Alec Baldwin, Josh Charles, Morena Baccarin, Dean Winters, Michael Rispoli, Dana Ashbrook, Jason Jones, Josh Cooke, Sean Cullen, William Hill",United States,2019,"Documentaries, Dramas",TV-MA,109 min,"From his rise in the auto industry to his fall from grace, John DeLorean's legacy of power, fast cars and drugs comes to life in this documentary.",8.37,"9.14 Pictures, XYZ Films","Dan Greeney, Alexandra Orton","don argott, sheena m. joycealec baldwin, josh charles, morena baccarin, dean winters, michael rispoli, dana ashbrook, jason jones, josh cooke, sean cullen, william hillunited states2019",Framing John DeLorean
503,544431,the clovehitch killer,Duncan Skiles,"Dylan McDermott, Charlie Plummer, Samantha Mathis, Madisen Beaty, Brenna Sherman, Lance Chantiles-Wertz, Emma Jones, Jonathan Riggs",United States,2018,"Dramas, Independent Movies, Thrillers",TV-MA,109 min,A teenager's picture-perfect family is torn apart when he uncovers unnerving evidence of a serial killer close to home.,17.75,End Cue,Christopher Ford,"duncan skilesdylan mcdermott, charlie plummer, samantha mathis, madisen beaty, brenna sherman, lance chantiles-wertz, emma jones, jonathan riggsunited states2018",The Clovehitch Killer
504,725336,aliens stole my body,Sean McNamara,"Jayden Greig, Lauren McNamara, Dan Payne, Alex Zahara, Sean Quan, Kirsten Robek, Ty Consiglio, Christian Convery, Sandy Robson, Christina Meredith Lewall, George Takei",United States,2020,"Children & Family Movies, Comedies",PG,88 min,The Galactic Patrol is on the hunt for Deputy Rod Allbright's body. Now they must team up with old and new friends to stop the body-snatching fiend.,2.98,,"Bruce Coville, Judith Reeves-Stevens, Garfield Reeves-Stevens","sean mcnamarajayden greig, lauren mcnamara, dan payne, alex zahara, sean quan, kirsten robek, ty consiglio, christian convery, sandy robson, christina meredith lewall, george takeiunited states2020",Aliens Stole My Body
505,29594,best of the best,Robert Radler,"Eric Roberts, James Earl Jones, Sally Kirkland, Chris Penn, Phillip Rhee, John P. Ryan, John Dye, Louise Fletcher",United States,1989,"Action & Adventure, Sports Movies",PG-13,97 min,Personal problems and racial tensions distract the members of a U.S. karate team handpicked to compete in an international martial arts competition.,2.11,Everwide (H. K.) Limited,"Manfred Wong, Chau Ting","robert radlereric roberts, james earl jones, sally kirkland, chris penn, phillip rhee, john p. ryan, john dye, louise fletcherunited states1989",Best of the Best
506,473165,dead again in tombstone,Roel Reiné,"Danny Trejo, Jake Busey, Elysia Rotaru, Dean McDermott, Elizabeth Lavender, Peter Skagen",,2017,"Action & Adventure, Horror Movies",R,99 min,"At the devil's bidding, a deceased outlaw returns to life bent on protecting an ancient relic from a group of soldiers — and raising all kinds of hell.",18.98,Universal 1440 Entertainment,"Roel Reiné, Ethan Wiley","roel reinédanny trejo, jake busey, elysia rotaru, dean mcdermott, elizabeth lavender, peter skagen2017",Dead Again in Tombstone
507,41733,due date,Todd Phillips,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx, Juliette Lewis, Danny McBride, RZA, Matt Walsh",United States,2010,"Action & Adventure, Comedies",R,95 min,"Days before his pregnant wife's due date, Peter lands on the ""no-fly"" list, forcing him to drive across the country with an irritating slacker.",26.06,"Legendary Pictures, Green Hat Films, Warner Bros. Pictures","Adam Sztykiel, Todd Phillips, Alan Freedland, Alan R. Cohen","todd phillipsrobert downey jr., zach galifianakis, michelle monaghan, jamie foxx, juliette lewis, danny mcbride, rza, matt walshunited states2010",Due Date
508,22972,green zone,Paul Greengrass,"Matt Damon, Greg Kinnear, Brendan Gleeson, Amy Ryan, Khalid Abdalla, Jason Isaacs, Said Faraj, Michael O'Neill, Igal Naor, Raad Rawi","United Kingdom, France, Spain, United States",2010,Action & Adventure,R,115 min,"A US Army officer uncovers a conspiracy about weapons of mass destruction in Iraq, launching a crusade that creates enemies within his own military.",19.73,"Universal Pictures, StudioCanal, Relativity Media, Working Title Films, dentsu, Atresmedia, KanZaman Productions, Working Title Films","Brian Helgeland, Rajiv Chandrasekaran","paul greengrassmatt damon, greg kinnear, brendan gleeson, amy ryan, khalid abdalla, jason isaacs, said faraj, michael o'neill, igal naor, raad rawiunited kingdom, france, spain, united states2010",Green Zone
509,28178,hachi: a dog's tale,Lasse Hallström,"Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa, Sarah Roemer, Jason Alexander, Erick Avari, Davenia McFadden, Robbie Sublett, Kevin DeCoste, Rob Degnan","United Kingdom, United States",2009,"Children & Family Movies, Dramas",G,93 min,"When his master dies, a loyal pooch named Hachiko keeps a vigil for more than a decade at the train station where he once greeted his owner every day.",41.44,"Scion Films, Stage 6 Films, Inferno Distribution, Hachiko, Grand Army Entertainment, Opperman Viner Chrystyn Entertainment","Kaneto Shindō, Stephen P. Lindsey, Jason Mayoh","lasse hallströmrichard gere, joan allen, cary-hiroyuki tagawa, sarah roemer, jason alexander, erick avari, davenia mcfadden, robbie sublett, kevin decoste, rob degnanunited kingdom, united states2009",Hachi: A Dog's Tale
510,80321,madagascar 3: europe's most wanted,"Eric Darnell, Tom McGrath, Conrad Vernon","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Tom McGrath, Frances McDormand, Jessica Chastain, Bryan Cranston, Martin Short",United States,2012,"Children & Family Movies, Comedies",PG,96 min,"Next stop: New York! But to get back home, Alex and friends must hitch a ride with a traveling European circus and evade an evil animal-control officer.",82.42,"DreamWorks Animation, Paramount, Pacific Data Images","Eric Darnell, Tom McGrath, Noah Baumbach, Mark Burton","eric darnell, tom mcgrath, conrad vernonben stiller, chris rock, david schwimmer, jada pinkett smith, sacha baron cohen, cedric the entertainer, andy richter, tom mcgrath, frances mcdormand, jessica chastain, bryan cranston, martin shortunited states2012",Madagascar 3: Europe's Most Wanted
511,824530,motu patlu in dragon's world,Suhas Kadav,Saurav Chakrabarty,,2017,"Children & Family Movies, Comedies",TV-Y7,78 min,"A trip to a magical land of dragons turns action-packed when Motu, Patlu and friends must help protect the kingdom from an evil neighbor.",0.64,,Niraj Vikram,suhas kadavsaurav chakrabarty2017,Motu Patlu in Dragon's World
512,824536,motu patlu in the game of zones,Suhas Kadav,Saurav Chakraborty,,2019,"Children & Family Movies, Comedies, Music & Musicals",TV-Y7,87 min,"A board game becomes all too real for buddies Motu and Patlu when they get transported into its world of monsters, magic and mayhem.",2.96,"Voot Kids, Nickelodeon, Viacom18 Studios",,suhas kadavsaurav chakraborty2019,Motu Patlu in the Game of Zones
513,824531,motu patlu in wonderland,Suhas Kadav,"Saurav Chakraborty, Omi Sharma, Sankalp, Brian D Costa, Renu Sharda, Chinmey Sharma, Anamay Verma, Parminder Ghumman, Shailendra Pandey, Ravi Rajesh",,2013,"Children & Family Movies, Music & Musicals",TV-Y7,76 min,"When pals Motu and Patlu take a ride in their scientist friend’s newly built plane, a crash-landing on a strange island leads to action and adventure.",0.84,,Niraj Vikram,"suhas kadavsaurav chakraborty, omi sharma, sankalp, brian d costa, renu sharda, chinmey sharma, anamay verma, parminder ghumman, shailendra pandey, ravi rajesh2013",Motu Patlu in Wonderland
514,824532,motu patlu: deep sea adventure,Suhas Kadav,"Saurav Chakraborty, Vinod Kulkarni, Mayur Vyas, Dilip Sinha, Sunita Sharma",,2014,"Children & Family Movies, Comedies",TV-Y7,76 min,Friends Motu and Patlu get more maritime excitement than anticipated when the sinking of their ship sends them on a journey through the ocean floor!,2.03,"Maya Digital Studios, Cosmos Entertainment",,"suhas kadavsaurav chakraborty, vinod kulkarni, mayur vyas, dilip sinha, sunita sharma2014",Motu Patlu: Deep Sea Adventure
515,824534,motu patlu: mission moon,Suhas Kadav,"Saurav Chakraborty, Omee, Sankalp, Rajesh, Vinod Kulkarni, Roopa Bhimani, Khushboo Atre, Shailendra Pandey, Shrikant Naidu, Khusboo, Nandkishore, Brian Dcosta",,2013,"Children & Family Movies, Comedies",TV-Y7,71 min,An otherworldly enemy has been turning the moon’s soil into gold for his own greedy interests! Can friends Motu and Patlu stop him?,1.46,,Niraj Vikram,"suhas kadavsaurav chakraborty, omee, sankalp, rajesh, vinod kulkarni, roopa bhimani, khushboo atre, shailendra pandey, shrikant naidu, khusboo, nandkishore, brian dcosta2013",Motu Patlu: Mission Moon
